,long-short,long,short
0,0.022153588235294116,0.008791720588235293,-0.013361867647058823
1,0.011702202898550725,-0.04040844927536232,-0.052110652173913044
2,0.04318085507246377,0.09379914492753623,0.05061828985507246
3,0.009393264705882361,-0.04143160294117647,-0.050824867647058826
4,-0.04102197058823531,0.09494273529411765,0.13596470588235296
5,-0.05336205714285706,0.2869487285714286,0.34031078571428564
6,-0.008971152777777781,-0.06307559722222222,-0.05410444444444444
7,-0.0070715342465753435,0.0006613150684931505,0.007732849315068494
8,0.04298534246575343,-0.011207561643835616,-0.054192904109589046
9,0.003750000000000004,-0.04793117567567567,-0.05168117567567567
10,0.026438506666666677,-0.03363161333333333,-0.060070120000000005
11,0.00032489473684211613,-0.05275310526315788,-0.05307799999999999
12,0.04316625974025975,0.1639796103896104,0.12081335064935066
13,0.0007240779220779029,0.1298734935064935,0.1291494155844156
14,0.12970023376623377,0.132386,0.002685766233766232
15,0.04183759740259741,0.041570662337662344,-0.00026693506493506453
16,0.022185576923076916,0.049964653846153846,0.02777907692307693
17,-0.008955873417721517,0.00224115189873418,0.011197025316455696
18,0.006379012345679014,0.04760861728395062,0.0412296049382716
19,0.02189620731707317,0.017441463414634147,-0.004454743902439023
20,0.00012884337349397567,-0.052223024096385545,-0.05235186746987952
21,0.012726250000000008,0.03748205952380953,0.024755809523809524
22,0.026135309523809533,0.08281858333333335,0.056683273809523815
23,0.01535384705882353,0.0026417176470588223,-0.012712129411764708
24,-0.006171546511627902,-0.02883196511627907,-0.022660418604651168
25,0.004987732558139531,-0.0605201976744186,-0.06550793023255813
26,0.02843125581395349,0.09249274418604651,0.06406148837209302
27,0.02296670930232558,0.012308151162790694,-0.010658558139534886
28,0.012014471264367818,0.05215745977011494,0.04014298850574712
29,0.021496193181818182,0.01585218181818182,-0.0056440113636363615
30,0.0034221888888888922,-0.13222471111111112,-0.13564690000000001
31,0.009093456521739129,-0.029241945652173914,-0.03833540217391305
32,0.01852897826086956,-0.0458958152173913,-0.06442479347826087
33,0.01874576344086022,-0.0477614623655914,-0.06650722580645162
34,0.04877486170212765,0.06639335106382978,0.01761848936170213
35,-0.0262163789473684,-0.08877756842105261,-0.0625611894736842
36,0.01994763265306122,-0.107553,-0.12750063265306122
37,0.0005453838383838312,0.02990761616161616,0.02936223232323233
38,0.006837363636363642,0.0894680202020202,0.08263065656565656
39,0.033989244897959195,0.08336780612244898,0.04937856122448979
40,0.009622020408163255,-0.08193262244897959,-0.09155464285714285
41,-0.04868475757575758,0.08697712121212121,0.1356618787878788
42,0.012465589999999992,-0.03445651,-0.046922099999999994
43,0.02521126,0.026455319999999997,0.0012440599999999995
44,0.008419930693069294,-0.04793162376237624,-0.056351554455445534
45,-0.005567742574257427,-0.061217712871287126,-0.0556499702970297
46,0.006159831683168329,-0.07060187128712869,-0.07676170297029702
47,-0.02377556435643565,-0.06615237623762378,-0.04237681188118812
48,0.019788441176470554,0.11352367647058821,0.09373523529411766
49,-0.00019259803921568977,0.017010078431372547,0.017202676470588235
50,-0.018067382352941176,-0.039986617647058825,-0.02191923529411765
51,-0.013715141414141409,-0.04832951515151515,-0.03461437373737374
52,0.006746737373737371,0.03829145454545454,0.03154471717171717
53,-0.01054497999999998,-0.07009525,-0.05955027000000001
54,0.00798281188118812,-0.023173960396039604,-0.031156772277227723
55,0.0390228725490196,0.009682999999999999,-0.029339872549019604
56,0.01570636893203885,-0.035845854368932034,-0.05155222330097089
57,0.011691163461538458,-0.057958548076923085,-0.06964971153846154
58,0.02425798076923077,0.03474742307692308,0.010489442307692306
59,0.014624019047619046,-0.011854390476190477,-0.026478409523809525
60,0.019403276190476184,0.09244297142857143,0.07303969523809524
61,0.016899447619047624,0.08842850476190477,0.07152905714285714
62,0.003428714285714283,0.05091423809523809,0.047485523809523804
63,-0.011372105769230765,-0.10805365384615384,-0.09668154807692307
64,-0.030859295238095236,-0.021701466666666665,0.009157828571428573
65,0.021128499999999998,-0.12799896226415095,-0.14912746226415094
66,0.04034393457943925,0.01021889719626168,-0.03012503738317757
67,0.009664654205607475,-0.035961906542056075,-0.04562656074766355
68,0.0019091111111111145,0.05197843518518518,0.05006932407407407
69,0.01622117431192662,-0.06328577064220182,-0.07950694495412844
70,0.007606706422018343,0.057141321100917436,0.04953461467889909
71,0.022828000000000015,-0.07515298181818182,-0.09798098181818184
72,0.009711754545454518,-0.06779370000000001,-0.07750545454545453
73,0.039949639639639635,0.128131,0.08818136036036035
74,0.018142954954954958,-0.11996961261261262,-0.13811256756756757
75,-0.06196423423423424,-0.08335063063063063,-0.021386396396396393
76,-0.008766380530973466,-0.07210357522123895,-0.06333719469026548
77,0.0002851842105263193,-0.00999794736842105,-0.01028313157894737
78,0.005570811965811961,-0.04075039316239316,-0.04632120512820512
79,0.025563788135593204,0.14598612711864403,0.12042233898305083
80,0.025522516666666672,0.04537088333333334,0.019848366666666666
81,0.039294375,-0.03691865833333333,-0.07621303333333333
82,0.02042331666666667,0.0049504000000000015,-0.015472916666666668
83,0.041021352941176474,0.04876701680672269,0.007745663865546218
84,-0.01401873728813558,0.08068265254237288,0.09470138983050845
85,0.007507576271186436,0.03299916949152542,0.02549159322033898
86,0.053200529914529913,0.04586352991452991,-0.007337
87,0.04573007079646016,0.14456173451327434,0.09883166371681418
88,0.044021234234234236,0.2909713153153153,0.24695008108108105
89,0.016869307017543852,0.07056330701754386,0.053694000000000006
90,0.07974281578947369,0.024877324561403506,-0.05486549122807017
91,-0.007226438596491221,0.029231640350877195,0.03645807894736842
92,0.021581260869565223,0.07432175652173914,0.05274049565217392
93,0.035264913043478265,0.019964808695652175,-0.01530010434782609
94,-0.021374999999999995,0.021633594827586207,0.043008594827586205
95,0.08633520689655173,0.09665328448275862,0.010318077586206897
96,0.054966713043478235,0.26234899999999994,0.20738228695652172
97,0.09795602608695654,0.24371103478260867,0.14575500869565214
98,0.14601472413793104,0.2667855689655173,0.12077084482758622
99,0.0023424821428571336,0.35416447321428574,0.3518219910714286
100,-0.026073678571428567,0.108011875,0.13408555357142857
101,0.08447853982300885,-0.10534176106194691,-0.18982030088495577
102,-0.0110395044247788,0.21141674336283184,0.22245624778761064
103,0.037618380530973446,0.12332749557522123,0.08570911504424777
104,0.07175523684210526,0.10663163157894737,0.0348763947368421
105,0.015077017543859655,-0.07369934210526315,-0.08877635964912281
106,0.019782860869565225,-0.048308852173913036,-0.06809171304347826
107,0.004644793103448288,0.2030661724137931,0.19842137931034481
108,0.020627677966101713,-0.05619607627118644,-0.07682375423728816
109,-0.017544949152542344,0.07661806779661018,0.09416301694915252
110,0.0217188739495798,-0.18356910084033617,-0.20528797478991598
111,0.09589996610169493,-0.012743915254237289,-0.10864388135593221
112,0.014184578512396693,-0.03437537190082644,-0.04855995041322314
113,0.00928933064516134,-0.25404999193548383,-0.2633393225806452
114,0.049206320000000005,0.11880894400000001,0.069602624
115,-0.045153847999999955,-0.25447435199999996,-0.20932050400000002
116,-0.023342734374999993,-0.0856079375,-0.062265203125
117,-0.003638164062499949,-0.2680948984375,-0.26445673437500006
118,0.021296069767441854,0.21980766666666665,0.19851159689922482
119,0.03260362595419846,0.08532601526717556,0.05272238931297711
120,-0.041421825757575775,0.14173360606060603,0.18315543181818184
121,0.056183052238805986,0.11427526119402986,0.05809220895522387
122,0.007190634328358181,0.23038656716417907,0.2231959328358209
123,0.010570593984962406,0.06703275939849625,0.056462165413533834
124,-0.023061395522388062,0.06674869402985074,0.0898100895522388
125,-0.02824675,0.04835934558823529,0.07660609558823529
126,0.021805985401459855,0.1322106715328467,0.11040468613138686
127,-0.03711997826086958,-0.15302034057971015,-0.11590036231884057
128,0.0017977050359712183,0.031143115107913667,0.02934541007194245
129,-0.002044714285714301,0.12206637142857144,0.12411108571428574
130,0.0628575357142857,0.17125184999999998,0.10839431428571428
131,0.02386176258992806,0.0388341582733813,0.014972395683453238
132,-0.011152647482014388,-0.030937323741007196,-0.019784676258992807
133,0.011201568345323737,0.06657264748201439,0.055371079136690655
134,0.019848702898550726,0.04362965942028985,0.023780956521739127
135,0.002927639705882351,-0.07063338235294117,-0.07356102205882353
136,-0.033083602941176474,-0.09533872794117648,-0.062255125
137,-0.0158339197080292,-0.11188240875912409,-0.09604848905109489
138,-0.028102591240875947,0.15399823357664233,0.18210082481751827
139,-0.026879913043478254,0.0680633115942029,0.09494322463768115
140,-0.017040021582733808,0.00742312949640288,0.02446315107913669
141,0.007559399999999971,0.09872747142857143,0.09116807142857145
142,0.043961867132867136,0.023312097902097904,-0.02064976923076923
143,0.030871527777777772,0.006684173611111111,-0.02418735416666666
144,0.01301079591836736,-0.04450771428571428,-0.05751851020408164
145,-0.02009141333333332,0.09934527333333333,0.11943668666666665
146,0.031901651315789474,0.00958721710526316,-0.022314434210526316
147,0.033826801282051275,-0.020217576923076925,-0.0540443782051282
148,-0.001382484276729552,-0.07002464779874214,-0.06864216352201259
149,-0.0012630123456790145,0.027959314814814812,0.029222327160493826
150,0.030417303030303027,0.02682863636363636,-0.003588666666666665
151,0.039567696428571435,-0.015665910714285712,-0.05523360714285715
152,0.042796906432748555,-0.10285673099415205,-0.1456536374269006
153,0.026453522988505753,0.06247040804597701,0.03601688505747126
154,0.01656234090909092,-0.03706709090909091,-0.053629431818181826
155,0.017532854748603346,-0.13132376536312848,-0.14885662011173184
156,0.020418530054644807,0.01006896174863388,-0.010349568306010927
157,-0.00048302688172044026,0.13165360215053762,0.13213662903225806
158,0.02227907978723405,-0.06244640425531914,-0.08472548404255319
159,0.0314548835978836,0.09432214285714285,0.06286725925925926
160,0.002635505208333338,0.024749854166666668,0.022114348958333332
161,0.054653903061224494,-0.04031248979591837,-0.09496639285714287
162,0.012781624999999987,-0.0867823,-0.099563925
163,0.03307659405940593,0.03822262871287128,0.005146034653465348
164,0.028155115942028984,0.024638106280193233,-0.0035170096618357487
165,0.04183183253588517,0.0135356028708134,-0.028296229665071775
166,0.009330080568720365,-0.1174628720379147,-0.12679295260663506
167,0.05237812735849058,0.18779543396226414,0.13541730660377357
168,0.02179983644859814,0.0823717757009346,0.060571939252336456
169,0.023841279069767442,0.05158330697674418,0.027742027906976743
170,0.03595896279069767,-0.01260681860465116,-0.04856578139534883
171,0.021502101382488478,-0.01677133179723502,-0.0382734331797235
172,0.0414923122171945,0.1777691945701357,0.1362768823529412
173,0.05863630044843049,-0.11959996860986546,-0.17823626905829595
174,-0.018803182222222218,0.06985257777777777,0.08865576
175,0.06325473127753305,0.11464044052863437,0.05138570925110133
176,0.020885233480176225,0.07750506607929515,0.05661983259911893
177,0.008001004366812224,-0.02163359825327511,-0.029634602620087335
178,0.05783656768558952,0.12436533187772926,0.06652876419213974
179,0.028463065502183405,-0.015525244541484717,-0.04398831004366812
180,0.14293278602620088,0.1218940655021834,-0.02103872052401747
